domain,length,digit_ratio,special_chars,subdomains,has_long_random,has_idn,is_base64,is_hex_encoded,avg_subdomain_length,max_subdomain_length,domain_entropy,has_repeated_patterns,has_consecutive_chars,label
post.158ec79a44f5e36a6.255d961d4.337cecb6.bot.hackbiji.top,58,0.3793103448275862,0,6,1,0,1,0,8.166666666666666,17,4.3960156930677226,0,0,1
post.30e039c60deb073baaae946ef8308e0f420dc36883b6728efb763d374.a90c6601bbfee29d6c74e3d29fb229282062d9bb2f8849d48c97f3e9.11bb9baa11f1b1f3244b2601809a633e2b6c213f487decdd5c7654b6.71f39681e.337cecb6.bot.hackbiji.top,212,0.5518867924528302,0,8,1,0,1,0,25.125,57,4.273783159782928,0,0,1
post.3bb2a617a4ac57f163895a7894029c97f6ea39941c3deeb2c067fbffe.899356ad276bec27c83e4695705f60931699517141b9faa3008cee64.ca3495a705c4a8cf4b51a1cbe59cbb8ac3e9bcc12773c803e1dcd576.219677913.2028a4f2.bot.hackbiji.top,212,0.5660377358490566,0,8,1,0,1,0,25.125,57,4.292521754151065,0,0,1
post.3b792e90b5146bbc791facf24e59aff5a1de3902b97dddd5fd7eecdac.8b54a4bb899a1afd83026c1aaa56691a2b1f90bbe4834e02b48fbab4.253ecaa0995f77c4ca69abfe1eccdbd94f38a2701fd94b41d999dfbe.6367072eb.5a6d07fe.bot.hackbiji.top,212,0.4622641509433962,0,8,1,0,1,0,25.125,57,4.272776765758474,0,1,1
www.180.05e4d4e1f.5a6d07fe.bot.hackbiji.top,43,0.2790697674418604,0,6,0,0,0,0,5.666666666666667,9,4.268719696310996,0,0,1
api.099c4b5c.2028a4f2.bot.hackbiji.top,38,0.2894736842105263,0,5,0,0,0,0,6.0,8,4.000978092779002,0,0,1
post.393b7cf4cf43461c44dc02d45884f746d7fe7b5f3e08eb4f803b236bb.bf7ea08081b647903aeefea123ba3edc390c2c3559b5db811ba7d77d.5ed6541e660551e4bc70a22ce6772261a7b9914e459eb5acbba3cad6.224f42253.5a6d07fe.bot.hackbiji.top,212,0.5283018867924528,0,8,1,0,1,0,25.125,57,4.308388884404059,0,0,1
post.32c1adf157e2ea55c7224b0372ef8dfd0f5387beb1c0c78d82e6f8708.497d5ad84421009570472bc2e208bf2ccd17872d72c0c82abb0a3979.490e580a614b8ff24757a3c383e848ab3cf65c9caff1baf4a95e1893.544664f29.337cecb6.bot.hackbiji.top,212,0.5566037735849056,0,8,1,0,1,0,25.125,57,4.307015263028579,0,0,1
api.070dd4322.2028a4f2.bot.hackbiji.top,39,0.3333333333333333,0,5,0,0,0,0,6.2,9,4.016583155904196,0,0,1
api.0557e5f01.5a6d07fe.bot.hackbiji.top,39,0.282051282051282,0,5,0,0,0,0,6.2,9,4.057855988582063,0,0,1
post.30dbbfd22ccb1bac8596e805e9ca89ddac541872532f071c40694c7ab.dcbd2637b27ed28d2932d9de8019cfb9aeb55d4747b213515a347983.5f22c098b9b177b924680da6d7efb38daa35b2cb05d1ca35c591efcd.828734aa2.714e2cfa.bot.hackbiji.top,212,0.5235849056603774,0,8,1,0,1,0,25.125,57,4.285663662335784,0,0,1
post.34d6c78e3138cd3f8cec16ffe4a25b4a1ccac23e99b627ad29eff4481.dd0b1a1fb1bb0a63727a6233a3cff91e98976153ee758c328e769618.0a7ade57971a902091b22b609bd16126f297c229bf64567f92244a64.96e1a33aa.714e2cfa.bot.hackbiji.top,212,0.5566037735849056,0,8,1,0,1,0,25.125,57,4.284665534452734,0,0,1
post.3601fb2313fa5d9d15c32682368d9263615fba548053146a7e8a51f61.e30acb6d6775230f2b4c9d38efba6cd58204807f095a1393b4c67970.8a7578c5f0e6eeb493bf0e0ae96099f362e690f1fe0e23c85a384280.16a3c352c.337cecb6.bot.hackbiji.top,212,0.589622641509434,0,8,1,0,1,0,25.125,57,4.301915080260478,0,0,1
post.351e540890041307b8b7bc84f55d88e9f0f07acefc1f3d3af4222c4f7.75a1fbf93c3648ed649a8ead00cf0024287308f10b8e7323d3230639.16225c4db14f0f08b13eff9191347750c5438cae454721800a2feb1c.64589061d.2028a4f2.bot.hackbiji.top,212,0.5990566037735849,0,8,1,0,1,0,25.125,57,4.284608622239855,0,0,1
post.3e1d034c667bfb79fcc055d75c4ad4c8cc8d7460f65a8ecf0c078ad0d.959f567803f8223acf7323b35bac77ac87dfbd3ea318e91efffb4d5a.4e884afd8d5a6366fb62f888c6a05f97a2c933e50ee0750d61803fac.5527f655e.714e2cfa.bot.hackbiji.top,212,0.5094339622641509,0,8,1,0,1,0,25.125,57,4.279414231819991,0,0,1
post.3386b17a79e16b35c16b87675e7544849de818d21b0141430486eb5f9.5cc58e5674766303eff476f8be51b1abe5d564f4ac4f33ee98c6048b.e77825fc182798c912ce53dc599c7696006b0343c94d6d3bc08c9aa6.9527f655e.714e2cfa.bot.hackbiji.top,212,0.5943396226415094,0,8,1,0,1,0,25.125,57,4.291708219949561,0,0,1
post.33ae95678ef60b6acd0778b49bd40d13eba5362d0f5ec1545405daa17.58a3257b1a21fcd6097f650b7fa7c637016bdf17ac5120895d930118.2215506712917e39b1d62d54469a5c6fc462806ba484d5c2f5f0618b.96ef20ee1.337cecb6.bot.hackbiji.top,212,0.5849056603773585,0,8,1,0,1,0,25.125,57,4.31657496613071,0,0,1
www.180.05c16772e.714e2cfa.bot.hackbiji.top,43,0.3255813953488372,0,6,0,0,0,0,5.666666666666667,9,4.251164173004868,0,0,1
api.0437d6224.337cecb6.bot.hackbiji.top,39,0.3076923076923077,0,5,0,0,0,0,6.2,9,4.089781950065052,0,0,1
api.071065dab.337cecb6.bot.hackbiji.top,39,0.2564102564102564,0,5,0,0,0,0,6.2,9,4.057855988582063,0,0,1
post.4903d982ce05b94ad66330412a5a2688f8ae58ee6.933827b56853fe6c8a78a8976ed2d012e6bb21b1444add7b063e1b08.394bd801fa25f1f81ee8cebf86a549fc1ae00a018aa4dbb6d476033a.643fc5460d08525185d44c5a98eafc2e7bddfafd8aa48a6257cc0b41.715d09d0.5a6d07fe.bot.hackbiji.top,252,0.5476190476190477,0,9,1,0,0,0,26.666666666666668,56,4.276169733658961,0,0,1
post.3c254ff3e84d5a9e5fed62be0c6f91751911759a2694d73f164772a75.b0b52ef4f02d3a262644c1cc25d7168e0cf5e876305b754f936849a5.1fe90c2765c24df2ba09260612c7eec2a8c677737a18235f847d511f.27b303616.714e2cfa.bot.hackbiji.top,212,0.5990566037735849,0,8,1,0,1,0,25.125,57,4.296699106807858,0,0,1
post.49045634fdfb656d8803e2efbfce149ee8439dfdd.f9980574bb215e5d166d66e29defee21aa62b09a82aa6638315e2f80.d4e6b7634b8523a0bc21f5beb171d06ccb0334a0314cc05276becea3.ab92879b75efab2fa97b4db00efa5a9661e0ae7e81a39bc299ba917e.54d317de.5a6d07fe.bot.hackbiji.top,252,0.5198412698412699,0,9,1,0,0,0,26.666666666666668,56,4.2811490051720575,0,0,1
post.28ae498fb1183fc4239723bd1f55d5572858f89555b7ca609a695322b.a3770f736cbef93f3bcf2ac6a6f7065aea0dcc69faaf608740c7a381.155d961d4.337cecb6.bot.hackbiji.top,155,0.5290322580645161,0,7,1,0,1,0,20.714285714285715,57,4.343155600504621,0,0,1
post.1300.0473b6d7e.337cecb6.bot.hackbiji.top,45,0.3111111111111111,0,6,0,0,0,0,6.0,9,4.085537262659802,0,0,1
api.053f66280.337cecb6.bot.hackbiji.top,39,0.3076923076923077,0,5,0,0,0,0,6.2,9,4.12170791154804,0,0,1
post.37db63f0f8aa1e1de0562ef29f2adae03e776eb7f559acd32486686d5.c4d4def7a8aeb00eb35dfefbf45488b986dd7326d7c9d87fee113b7e.9cf460f84ea2faf6674816585e33eb897c72ab46b17183d3ea9c1ab3.844664f29.337cecb6.bot.hackbiji.top,212,0.5094339622641509,0,8,1,0,1,0,25.125,57,4.295591481462859,0,0,1
api.05a8f737b.5a6d07fe.bot.hackbiji.top,39,0.2564102564102564,0,5,0,0,0,0,6.2,9,4.109138039864114,0,0,1
post.3f6113f2135154da48c8855c5675ca9fdc89db6def87e438c1226a44c.734816cb65146690375721e295f511b488be16f913dd9c3285a6e476.a43fd74dd033066f7440807d71465045bd44c31ba0ce31f26a940d7b.5508070ca.714e2cfa.bot.hackbiji.top,212,0.6084905660377359,0,8,1,0,1,0,25.125,57,4.30288286834921,0,0,1
post.447aed30af22bc48ef2c5efffa5ce4cc649c83e74.2225b5b08545f897bd369b50d1cdd4527e2c0f21b6c983c180fa5cf9.e18f3218a775a0f75debde5c928e42fd0d737fa216f093234d65f133.740fd796b22b229cfb2ff7b88ceca306f0df27380f4c4e8b0c0f21e2.397975ac.714e2cfa.bot.hackbiji.top,252,0.5317460317460317,0,9,1,0,0,0,26.666666666666668,56,4.260641751978357,0,0,1
www.444e13b447a276391fe3f62dd8fa9bd7fe03b1b61.45167b93385255bcdf7a2b8669b080afbfed728a23db274438e63039.5675f27a3b05a1a990111dd499d6e15e6ce8bff3a05ab269657088b4.26244010dbc5d2775730108bb9a0033d03696a338774f070c0812de5.13a7c1211.5a6d07fe.bot.hackbiji.top,252,0.6111111111111112,0,9,1,0,0,0,26.666666666666668,56,4.269473228721386,0,0,1
post.1300.0615e06b0.337cecb6.bot.hackbiji.top,45,0.3333333333333333,0,6,0,0,0,0,6.0,9,4.00532302989454,0,0,1
post.3812a342730ad8bb9407f994d1084058e302b10c22196172fbd18c646.eca6774636a2b4718cf988735d0805da72b480f89a76535da73bdd0e.e1722c3134cf05c79c90d86db94f02bc2f947db5a7ce8ffc8aa2873d.57b303616.714e2cfa.bot.hackbiji.top,212,0.5849056603773585,0,8,1,0,1,0,25.125,57,4.3184718472672285,0,0,1
post.3b4b0b4c534ab5cf30bf48ebeb4645228d61988cd862aa386deb342e9.684576e76ad501bcbf09a6ef739d8458417cbbbed626b046d6fd7dc1.35d82fb7eff5ae7de50c1ab75b7d369b69c41903cb82e15b892ba399.167c10580.5a6d07fe.bot.hackbiji.top,212,0.5283018867924528,0,8,1,0,1,0,25.125,57,4.303622254327703,0,0,1
post.3931e24df0231c2f4eb7509dab4e91441fa812bf50cd65271004d0c7b.1075f1dc6d8c79cd6bccc1a7f699dc1da3e920f3affeb88b2106a5dc.3c7da289559e4bd012cd9513443f838abfd60361834f6ce06901441b.96a3c352c.337cecb6.bot.hackbiji.top,212,0.5377358490566038,0,8,1,0,1,0,25.125,57,4.310852327128965,0,0,1
api.164193b51.5a6d07fe.bot.hackbiji.top,39,0.3076923076923077,0,5,0,0,0,0,6.2,9,4.243628103911205,0,0,1
post.3abb4bcd61e853b82dbde80d7d3e500e88ac6a4242bb58330ed51e9a0.ad2f18cad4d306d2ccffd2795030c4b1b89b37eef8bea0298c8cba8a.1c8407bc882b8ef922601a7dfffe1d85661e0c4a5b2b422b80553d66.66a3c352c.337cecb6.bot.hackbiji.top,212,0.5,0,8,1,0,1,0,25.125,57,4.273070292668703,0,0,1
post.118f32116d6dd6240dd8bd67d.a1ac954da.337cecb6.bot.hackbiji.top,66,0.3636363636363636,0,6,1,0,1,0,9.5,25,4.332368082090411,0,0,1
post.397e74e4e9a3946715f61a9e674085c7a8659890e605ec3a81e98392e.784712f6445351cf6a63af8922cf333b773371051669b5de5336fea4.8de4476c0d9e5db9ccb0ef3fcdea2e92b5b04201051bfaff1caa1bc9.31f39681e.337cecb6.bot.hackbiji.top,212,0.5660377358490566,0,8,1,0,1,0,25.125,57,4.300191565668932,0,0,1
post.392b189a512662ef2d5e982ceb1abf6cda7dac18649e248744a2b34ff.b5b60aa409b9578e2436ffc18eb77effe8a4873b028da8040ef6cfe1.12da70be02201922b6ebf5f341ef0e7c8ef7c8593a7ee14f494d14e9.53f6514be.337cecb6.bot.hackbiji.top,212,0.5188679245283019,0,8,1,0,1,0,25.125,57,4.297763235445794,0,0,1
post.38d8610f2a557d8cacdd05201b3a6a7691e474de1f993ecc2b9d86dae.f78d9e23e9d473142007712ac5ceeacdff93afb86b61be8f7f55b61b.00fb2d04bdf6ac6e69197b2fdb5790583087740f5862e396918b3cfa.124f42253.5a6d07fe.bot.hackbiji.top,212,0.5330188679245284,0,8,1,0,1,0,25.125,57,4.338165455583088,0,0,1
post.36c3e8189f8f865f21e6c8adbeb1aa273ac9b482b1acf167ca499a1bd.f2bdc72c1a630ab8533698abfecf350394f3baa091230087b1139115.dd038ae3d60a443475ce92032dc1d877502eb1e8213893230766155c.46e1a33aa.714e2cfa.bot.hackbiji.top,212,0.5566037735849056,0,8,1,0,1,0,25.125,57,4.2892879898411405,0,0,1
post.348aa4e081c01cfefc0f4e31daedbb1335defd52838ed93050c328c03.462be947bb35f8b153aaa028896aa594a3907cc8fb102751d99a8bb6.002f897532545e28aa7c7e1eff0150335f8cfb6d89bb8d0a88965849.56fea7af9.5a6d07fe.bot.hackbiji.top,212,0.5377358490566038,0,8,1,0,1,0,25.125,57,4.298017466955814,0,0,1
post.35092569142ad95cf65beb6ff685c1b7b774f03d435d0d042b0e1c5c4.c5f780f6657e9a2a16472602573768969c9f92d6adfbf8075b49d364.90a247883202b768e00fde899632b92999c1e63cee10418aa586d36e.644664f29.337cecb6.bot.hackbiji.top,212,0.6084905660377359,0,8,1,0,1,0,25.125,57,4.306261383819977,0,0,1
post.30489bc47f46df980f8e9462a5bf12bc21a21a1cff744efd776a167e8.725fc26e7db78ff7d11483dd040ac7123e40b390ba73cca5ae0e3ec6.2e5903eeed8cbb21430ff70bbf8a42090df8dc03ce8a35fdb6fa7d98.14de6377c.2028a4f2.bot.hackbiji.top,212,0.5094339622641509,0,8,1,0,1,0,25.125,57,4.306657362881473,0,0,1
post.140.03c4051da.2028a4f2.bot.hackbiji.top,44,0.3409090909090909,0,6,0,0,0,0,5.833333333333333,9,4.157517697838563,0,0,1
api.071f53544.5a6d07fe.bot.hackbiji.top,39,0.3076923076923077,0,5,0,0,0,0,6.2,9,4.2117021424282175,0,0,1
post.2919409eb4479e6e098967585af50b2836d4fcf94.ca91f30674ef80a3bb24da80185e13e64e1b1f46.846544a0.2028a4f2.bot.hackbiji.top,122,0.5573770491803278,0,7,1,0,0,0,16.0,41,4.35972616089077,0,0,1
post.33a3de3b6a50f0abb5bb8c2cc176b60b8b1540eec42bb1241921dcf6c.b2b0c100c276035eaf7ce7f6b3b117d1765dfda5f77bfb4f791ae629.aaeef5245b0d13c212008c0f0dfc095c181382fa58343194ae97df3c.3367072eb.5a6d07fe.bot.hackbiji.top,212,0.5141509433962265,0,8,1,0,1,0,25.125,57,4.288129452662046,0,0,1
post.3e2090c5f536c2e48cc8b5c1f91b062b2345611771c9fcc8a2f2c21d8.cff55634bdf655377716d059cf169c36279ce13f6e6fce9acd889478.cfc7edd2ef687f2eed374de0896df923ac432fdd86c053e4a83703e3.21f39681e.337cecb6.bot.hackbiji.top,212,0.5424528301886793,0,8,1,0,1,0,25.125,57,4.2699020521423,0,0,1
api.0338d5800.337cecb6.bot.hackbiji.top,39,0.3076923076923077,0,5,0,0,0,0,6.2,9,4.038499898783,0,0,1
post.3f9ee51c04273a5940492d4150f7b4d07ea122dc69b9d11592f78713c.1c5be3cfb6363a4b0708431e22ff05910d5b7b68115815498cfe904d.f30992f376566b6a4a02aca15750c458bf30d2010fbaa13c670ca7b9.946955c21.337cecb6.bot.hackbiji.top,212,0.5943396226415094,0,8,1,0,1,0,25.125,57,4.307191246302866,0,0,1
api.1560536ec.337cecb6.bot.hackbiji.top,39,0.282051282051282,0,5,0,0,0,0,6.2,9,3.9872178475009488,0,0,1
post.3837d222225f5e875b90a7d3abefc4c47d6cc2d97cd4e6740d9191ee0.f7aaba62444f95b95864195214afb3e959278c2a8b5c7207aa65399e.2319f00abd744ce6daa348312d55bac9aa89c1498f8ce493fd09f6c0.74589061d.2028a4f2.bot.hackbiji.top,212,0.5660377358490566,0,8,1,0,1,0,25.125,57,4.30799546320806,0,1,1
post.43f4e4de3fa6cfef2df314e2c4449bfdd0e6a65c7.71cbc1e22573ee49db787d7bee5db66a97b1968a82068ae01fa6180e.4cb94a390845b1c3dbd540204e6d3da96d11038631f0df3d51b8d6be.2fc150e7ad8a03e0428463b37f74beb1807e0f3c150c06d1b99c288a.3c092ca3.2028a4f2.bot.hackbiji.top,252,0.5396825396825397,0,9,1,0,0,0,26.666666666666668,56,4.2950707926749,0,0,1
post.140.0e9574e7.2028a4f2.bot.hackbiji.top,43,0.3488372093023256,0,6,0,0,0,0,5.666666666666667,8,4.233608649698742,0,0,1
post.3765ed85146c78050f2b16d870fb958175e7ddad3c2de00b976fd82fb.0e748a7be4b932e097fcf9a3237147df30908d1d0b2139f76d12cea2.3a2218f92780556181945dca4515524f5fc6221e4f16e3418d963461.82e5f2192.2028a4f2.bot.hackbiji.top,212,0.6084905660377359,0,8,1,0,1,0,25.125,57,4.309807864530667,0,0,1
post.3995707783f75a5ee7b0d01654b808732956830fb319abe5a97c478f2.17b794459857245cd1e3ee4159e325d6c0a73fcbc8986476a0f90ea8.8f6610948dc7dbc1e5a00a7e2631c2b6d5bab88b218be89ffa8acb7d.17ba12ef3.5a6d07fe.bot.hackbiji.top,212,0.5613207547169812,0,8,1,0,1,0,25.125,57,4.311646630027594,0,0,1
post.13e7d432ada5cef18311322e6.a1f90067f.714e2cfa.bot.hackbiji.top,66,0.3939393939393939,0,6,1,0,1,0,9.5,25,4.413352596756265,0,0,1
post.334148a63a49a7e859dab8f2311a055f17915f11fa99767e44c46590f.6600735370e2a0998ba81a3636fb4939703cf154166093353a13bd16.eb57d246b0801072de820cc8611b41f413d65c71aa6afcda2a4f5a0d.44589061d.2028a4f2.bot.hackbiji.top,212,0.6226415094339622,0,8,1,0,1,0,25.125,57,4.2819597555203,0,0,1
post.3eacd977b1431223220f9ecc6dadb656148aaa25e88b47eaeeeefd471.b113d7c323b7691fad64ade9a4e1d57d12e190eacd0b9656f6498893.f821f6b25572dbb985df94e2af5931ebbe4a1cfbf54a87c9a22ef6ae.619677913.2028a4f2.bot.hackbiji.top,212,0.5188679245283019,0,8,1,0,1,0,25.125,57,4.291850034593841,0,1,1
api.0560f66f0.337cecb6.bot.hackbiji.top,39,0.282051282051282,0,5,0,0,0,0,6.2,9,3.9872178475009488,0,0,1
post.3b58fad0783aa21ffaf3e51192979c4efac7931217882b384625c163d.c0f732028fe5a8f6d8148494a7b8cac76b767c43bea4044ddc0d760d.de137309ae073602f177928ec8b887548d7f3cb3e361a19cc3465344.a3f6514be.337cecb6.bot.hackbiji.top,212,0.5707547169811321,0,8,1,0,1,0,25.125,57,4.303570440224468,0,0,1
post.3b6ee2f28c98a55d08fe688f252d596b8ce5c9d77f7cadc6cde798858.b9d8d44fd716a21b6727449b13c30e189a945e69c01e9692ed5d7651.285d1983f62cc8ced757007c6b6207991c6dd37822491ff22f445751.27b83504a.337cecb6.bot.hackbiji.top,212,0.5849056603773585,0,8,1,0,1,0,25.125,57,4.297082630098807,0,0,1
post.140.030bd0905.714e2cfa.bot.hackbiji.top,44,0.3181818181818182,0,6,0,0,0,0,5.833333333333333,9,4.24615711897243,0,0,1
www.18816594773c7829a2685a0c3454a2ffea3d90694261c8a09.23ee02bef.5a6d07fe.bot.hackbiji.top,89,0.5056179775280899,0,6,1,0,0,0,13.333333333333334,49,4.464678382182898,0,0,1
post.35cb190e85991b2789aa4e58a5cf4b8307648a8c53f4720c89ab3ecef.d501299b48fd804aeb540b1a3fa139e9c88a09d336962e33877b58ba.406696efaee83cedb1cf522bbc9c833f421681780b6eccd17ca7d36c.26df02b6c.337cecb6.bot.hackbiji.top,212,0.5330188679245284,0,8,1,0,1,0,25.125,57,4.299026227534339,0,0,1
post.32da3b8376d5888d906bf25db1cc8049189dc1daca6ef6e0890c3d58d.bedbc054e7fd9acfed44ef93d0296bec1e9008691a3b77c81d3082ba.98038b0e032213d6b12ff852340bef1bb36c90dbbc93ba775b8be119.558a35de8.2028a4f2.bot.hackbiji.top,212,0.5235849056603774,0,8,1,0,1,0,25.125,57,4.2823397577819655,0,0,1
post.32b3e9cbe6d693a6584e77a346e59415e0c55f0d617b37645cd05c492.83e533fbd1576b2ef8d80c8c0776ce0202d5bcf667e0a88b5f42258d.a0639dfd4cb1e7f2873c8617270a4c7e0ac258030443fd6d50051bd4.2473b6d7e.337cecb6.bot.hackbiji.top,212,0.5707547169811321,0,8,1,0,1,0,25.125,57,4.290459774212681,0,0,1
post.3ffb5f1936517bdfa25dfafab218c6b04ee968d8492e7e92bcdcfbb11.487eabb53317b9a356ff4ab54e97f6b029c56f0382966fbb8240f1a9.f77a9b5d68a0bd53a2a38f09e5959da223087517f82c3338015baf0d.244664f29.337cecb6.bot.hackbiji.top,212,0.5377358490566038,0,8,1,0,1,0,25.125,57,4.298638001131106,0,0,1
post.47901dafce3061c0d65561d8490f36484eb48c1bf.770e6fcb2fba48958b235f44d69f903997475f914fd33a7f88ddb0d3.54a5aa28b061fbe268711d090ac64967fbe2630942ac8cda85a50ab1.b2d783cf6dcd39d4c91926f56ddd2b192aab9c5ab46fba77fa3c5e0f.7ff04204.337cecb6.bot.hackbiji.top,252,0.5396825396825397,0,9,1,0,0,0,26.666666666666668,56,4.28884655713436,0,0,1
post.3e03b095e4c2804080ef7a8c3586a2a643932365426e7174d83510c09.d6616de19bb0c73d985969b8e86d47a04aeaa292fa8f46c4f95b064b.759b0d4e8d8efd177b05951f7f8d02668a2897948c73fff394969ff6.11f39681e.337cecb6.bot.hackbiji.top,212,0.5990566037735849,0,8,1,0,1,0,25.125,57,4.31579779621581,0,0,1
post.325e2880180437bc58485cb80e88aec20f1ceaada713505b6ec09cc2c.7e266e232842067145f021546c3a314ff0a064a64cf871e2665271ed.53e69bd3b3c38d1f18ed46ae9135bf55eaf237acd62a6a0c26d63a46.91f39681e.337cecb6.bot.hackbiji.top,212,0.5660377358490566,0,8,1,0,1,0,25.125,57,4.291120887718685,0,0,1
www.18816594773c7829a2685a0c3454a2ffea3d90694261c8a09.25e4d4e1f.5a6d07fe.bot.hackbiji.top,89,0.5168539325842697,0,6,1,0,0,0,13.333333333333334,49,4.464678382182898,0,0,1
post.314ae69b83cca0ca4fa2edd2af8ff50da2e53b8390f4b0574471904e9.44f591deed7b1b7fbc5428faa630b9e923cc85ea1569412e9749585f.7dbcd0326875422abd986502e159971c8e18b61b1a7fbd4dbcc65c3b.24de6377c.2028a4f2.bot.hackbiji.top,212,0.5377358490566038,0,8,1,0,1,0,25.125,57,4.330817118477044,0,0,1
post.3d819bfdee64674d8e2deb27a150aacb56d1f276d5e75279de435acf5.9a97c0bbd4fa0b89e1b423e17d207125c294a915bd2039e86a9fc839.207f5e36e61b2cfd14dec7a99b7a1eefb93c8cb6a31806c7a4bd26a9.42e5f2192.2028a4f2.bot.hackbiji.top,212,0.5235849056603774,0,8,1,0,1,0,25.125,57,4.312554658712037,0,0,1
post.34f59f704cb529bb2d7f7751df5e439c8b884b92b8d7cd8e526ce0443.8db587fa25e3c0a5da9a58b0d4c3af8072151a59f8d1a236183550b2.9d1c288838856bef6d591f03cc68aa47701f7925dc10bf350997df25.5367072eb.5a6d07fe.bot.hackbiji.top,212,0.5707547169811321,0,8,1,0,1,0,25.125,57,4.301793280734202,0,0,1
337cecb6.bot.hackbiji.top,25,0.16,0,3,0,0,0,0,6.333333333333333,8,3.753269689515107,0,0,1
post.4c0dcbc74c9d01f7316cc06dee807458dcec8d2fb.e1205a605262fac786dbb2ae171b144453ebc2d3a55d6eb36d3514e9.7049fcf16b9d8056d9283291822064908c8749d8805fa177ba6b8814.25a882874e83c6ce4316ab69915e327369c96cbb311b7d400d6d75ed.34d317de.5a6d07fe.bot.hackbiji.top,252,0.5793650793650794,0,9,1,0,0,0,26.666666666666668,56,4.291556790537572,0,0,1
post.3fb79fae87f77adbaf37370e70ab136f38ffa23694a584deb442dca75.caccafbd9d8fb1c64ca866d0f5261795bf1a5a0bbfab2e1013734e91.3a85634d217115041691ba63a7866103734c419b7be4b8520b1c7a7f.56ef20ee1.337cecb6.bot.hackbiji.top,212,0.5283018867924528,0,8,1,0,1,0,25.125,57,4.282326740014427,0,0,1
api.1442c7492.5a6d07fe.bot.hackbiji.top,39,0.3076923076923077,0,5,0,0,0,0,6.2,9,4.262984193710269,0,0,1
post.3287ddc2c8eb4b905fa00a8a9240f05b17bab9de460028c9b80d32677.b2fc53f6a633ca7e27338b9737fe3dfdca373a5b4991f91ea6ba1b6c.62f38389fd468ecb7b8002e1c7d1a0eca2938fea666d92dfa6455336.546955c21.337cecb6.bot.hackbiji.top,212,0.5377358490566038,0,8,1,0,1,0,25.125,57,4.310142808016606,0,0,1
post.331cafb9e56e3be234823db124993ac9db8f37194d4d6fb4861dadbd5.ea7d4e4990db4bda0eb91f389a28b6664859477a810e690c0e4b454d.059e40e1adec9f352f0899f5e0e4fafe4e76c240e80313d22bb468bd.97b303616.714e2cfa.bot.hackbiji.top,212,0.5377358490566038,0,8,1,0,1,0,25.125,57,4.289847405278326,0,0,1
post.3f955a5ff5b92a905ffbb373e91351bb4a0edfdaa9a74ed9aaafbf9a1.109a9cc05eccef2c5cbd545077ba85bcb924c01154e4d7b76ddcba8c.edbe2d1acfd3630cb61defe09dced02654908b49e728bdf8374732e3.7473b6d7e.337cecb6.bot.hackbiji.top,212,0.4575471698113207,0,8,1,0,1,0,25.125,57,4.278278357581208,0,0,1
post.437439bd074de0662e7be52cdaaebfa0f7c2859e4.bfbb07635b2e3a1c3defc810bb90648eceea0c35f2bdd80118fa3da8.7607c57b4f29e350ad76f42f586b666f216fbb6a2916a63010b85292.de4346a9349d2da9ac18a117d9b2704027521d8357ca62bd7bab96e2.5ff04204.337cecb6.bot.hackbiji.top,252,0.5436507936507936,0,9,1,0,0,0,26.666666666666668,56,4.291269857288484,0,0,1
api.171065dab.337cecb6.bot.hackbiji.top,39,0.2564102564102564,0,5,0,0,0,0,6.2,9,4.057855988582063,0,0,1
post.461bbcfc5d36999eeae8dec147b08152b8f37a1bc.325242bd9e298da477ef67f33dbc27e44eaee22fdd8c59f3e8e718a4.3ef90ca43fff2d39f083f8e929725a6772363547bcd1a5e51fe6e77e.1c713f141fe5cd9624965d4e2362a6e6cee44324a2138ebf87929730.1ff04204.337cecb6.bot.hackbiji.top,252,0.5476190476190477,0,9,1,0,0,0,26.666666666666668,56,4.258112501118998,0,0,1
www.401f545ea264638b9abd2d2a44840ba459b90d0ff.9c00045fff8a7981a2e49ea7ee6ce365959cae078ebfde928777fb49.84b6c43c6443bcf4a0243b3f9ef5255fc405f37bc834b17849aedefa.32fded893fc3352395c0564aef36a594eb2d0dc856ca6f843c864dee.1270447a1.2028a4f2.bot.hackbiji.top,252,0.5515873015873016,0,9,1,0,0,0,26.666666666666668,56,4.248681208942924,0,0,1
post.1796758f1de587d8a.b61c065f2.337cecb6.bot.hackbiji.top,58,0.3793103448275862,0,6,1,0,1,0,8.166666666666666,17,4.387563537969911,0,0,1
api.07d157cf1.5a6d07fe.bot.hackbiji.top,39,0.2564102564102564,0,5,0,0,0,0,6.2,9,4.109138039864115,0,0,1
post.468c54fd5d023b2136bc5a11c87606b1657683b69.1d755d1c1f4d1459fc1ba67098762e7dc30525025af75cdb06f18a2d.d2057466fcb688e90c17f51927e2e32a83e511440db10ad8407769f0.1385f81ceed3250f505edb38372e2c25086307e33536073033e369d8.64d317de.5a6d07fe.bot.hackbiji.top,252,0.623015873015873,0,9,1,0,0,0,26.666666666666668,56,4.261162740841486,0,0,1
post.3c03c17e4d0ae337b14782aef82c406ccc7e2adb6d3cfed47e67c338c.2dc50eecc2e5cf404871f989d12bdfa9ca4f77cac91990132b2ea72c.e5faef7030ba7b938320022bb1450409d842275ddbb3da42269f1bd7.328734aa2.714e2cfa.bot.hackbiji.top,212,0.5141509433962265,0,8,1,0,1,0,25.125,57,4.266690365851508,0,0,1
